stock_code,description,revenue,sold_units,orders,return_value,return_units,cancelled_orders,return_unit_rate
44234,ASSORTED CIRCULAR MOBILE,155.82,698,33,0.42,2.0,1.0,0.002857142857142857
21349,IVY HEART WREATH,155.6,18,11,27.0,4.0,1.0,0.18181818181818182
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,155.54999999999998,61,24,0.0,0.0,0.0,0.0
23196,RETRO LEAVES MAGNETIC NOTEPAD,155.54,106,19,18.849999999999998,13.0,3.0,0.1092436974789916
84595E,LARGE TORTILLA DESIGN RED BOWL,154.67999999999998,78,22,3.29,1.0,1.0,0.012658227848101266
23496,PANTRY KITCHEN THERMOMETER,154.52,112,31,0.0,0.0,0.0,0.0
84827,ASS DES PHONE SPONGE CRAFT STICKER,154.39,511,14,0.0,0.0,0.0,0.0
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,153.29000000000002,51,9,0.0,0.0,0.0,0.0
17107D,FLOWER FAIRY 5 DRAWER LINERS,153.0,60,20,0.0,0.0,0.0,0.0
90014B,GOLD M PEARL  ORBIT NECKLACE,152.84,15,13,0.0,0.0,0.0,0.0
21145,ANTIQUE GLASS PLACE SETTING,152.5,122,8,0.0,0.0,0.0,0.0
90198B,VINTAGE ROSE BEAD BRACELET BLACK,152.4,36,17,0.0,0.0,0.0,0.0
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,5,0.0,0.0,0.0,0.0
84877D,BLUE ROUND COMPACT MIRROR,152.18,97,18,0.0,0.0,0.0,0.0
84865,NEW BAROQUE BLACK PHOTO ALBUM,152.11,29,14,0.0,0.0,0.0,0.0
72128,COLUMBIAN CANDLE ROUND,152.04999999999998,193,36,0.0,0.0,0.0,0.0
21401,BLUE PUDDING SPOON,151.19,1052,82,0.0,0.0,0.0,0.0
22415,WHITE TISSUE REAM,151.05,19,13,0.0,0.0,0.0,0.0
85135A,YELLOW DRAGONFLY HELICOPTER,151.05,19,8,0.0,0.0,0.0,0.0
22874,NUMBER TILE COTTAGE GARDEN 6,150.81,65,21,0.0,0.0,0.0,0.0
DCGSSBOY,BOYS PARTY BAG,150.54999999999998,47,11,0.0,0.0,0.0,0.0
21738,COSY SLIPPER SHOES SMALL  RED,150.48000000000002,48,21,0.0,0.0,0.0,0.0
21459,YELLOW EASTER EGG HUNT START POST,150.38,76,19,15.6,8.0,2.0,0.09523809523809523
84629,WHITE 3 FRAME BIRDS AND TREE,150.0,20,10,4.95,1.0,1.0,0.047619047619047616
84963B,BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,1,0.0,0.0,0.0,0.0
90013B,BLACK VINTAGE EARRINGS,149.41000000000003,36,31,0.0,0.0,0.0,0.0
23254,KIDS CUTLERY DOLLY GIRL,149.4,36,8,83.0,20.0,8.0,0.35714285714285715
23256,KIDS CUTLERY SPACEBOY,149.4,36,8,338.0,88.0,8.0,0.7096774193548387
46000R,POLYESTER FILLER PAD 45x30cm,149.35,103,38,0.0,0.0,0.0,0.0
21117,BLOND DOLL DOORSTOP,149.25,115,14,0.0,0.0,0.0,0.0
22875,NUMBER TILE COTTAGE GARDEN 7,149.09,63,25,0.0,0.0,0.0,0.0
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,148.63,35,11,0.0,0.0,0.0,0.0
23465,TUSCAN VILLA BIRD FEEDER,148.63,17,9,0.0,0.0,0.0,0.0
84576,BLUE CAT BISCUIT BARREL PINK HEART,148.32,66,17,0.0,0.0,0.0,0.0
21486,PINK HEART DOTS HOT WATER BOTTLE,147.88,36,11,0.0,0.0,0.0,0.0
37479P,CUBIC MUG FLOCK PINK ON BROWN,146.91,175,32,0.0,0.0,0.0,0.0
82011B,BATHROOM SCALES RUBBER DUCKS,146.85,43,21,0.0,0.0,0.0,0.0
22868,NUMBER TILE COTTAGE GARDEN 0,146.6,64,20,0.0,0.0,0.0,0.0
22886,NUMBER TILE VINTAGE FONT 7,146.43,87,25,0.0,0.0,0.0,0.0
84870B,BLUE GEISHA GIRL,146.07999999999998,44,25,3.75,1.0,1.0,0.022222222222222223
84870C,GREEN GEISHA GIRL,146.05,46,28,0.0,0.0,0.0,0.0
23292,SPACE BOY CHILDRENS CUP,145.76,131,6,26.25,21.0,6.0,0.13815789473684212
90116,FRUIT SALAD BAG CHARM,145.52,64,45,0.0,0.0,0.0,0.0
22873,NUMBER TILE COTTAGE GARDEN 5,145.5,60,26,0.0,0.0,0.0,0.0
84508B,STRIPES DESIGN TEDDY,145.35,57,30,15.299999999999999,6.0,1.0,0.09523809523809523
47343A,FUSCHIA FLOWER PURSE WITH BEADS,145.17,159,14,0.0,0.0,0.0,0.0
85118,HEART T-LIGHT HOLDER,144.52,146,10,16.25,13.0,2.0,0.08176100628930817
DCGSSGIRL,GIRLS PARTY BAG,144.43,47,13,0.0,0.0,0.0,0.0
20757,RED DAISY POCKET BOOK,144.29,167,33,0.0,0.0,0.0,0.0
21368,MIRRORED WALL ART LADIES,144.03,164,33,0.0,0.0,0.0,0.0
84192,ASSORTED COLOUR METAL CAT,143.75,115,25,0.0,0.0,0.0,0.0
21082,SET/20 FRUIT SALAD PAPER NAPKINS,143.44,88,25,0.0,0.0,0.0,0.0
20837,FRENCH FLORAL CUSHION COVER,142.47,141,15,0.0,0.0,0.0,0.0
22033,BOTANICAL ROSE GREETING CARD,141.95,337,22,0.0,0.0,0.0,0.0
20774,GREEN FERN NOTEBOOK,141.23999999999998,86,44,0.0,0.0,0.0,0.0
20661,BLUE POLKADOT PURSE,141.15,44,33,0.0,0.0,0.0,0.0
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,141.10999999999999,17,12,0.0,0.0,0.0,0.0
20836,FRENCH PAISLEY CUSHION COVER,141.1,170,17,9.959999999999999,12.0,1.0,0.06593406593406594
90164B,WHITE  ROSEBUD PEARL BRACELET,140.98,38,15,0.0,0.0,0.0,0.0
16054,POPART RECT PENCIL SHARPENER ASST,140.52,1166,33,12.959999999999999,108.0,1.0,0.0847723704866562
90170,DAISY HAIR BAND,140.32999999999998,85,37,19.799999999999997,12.0,1.0,0.12371134020618557
84744,S/6 SEW ON CROCHET FLOWERS,140.02,110,20,0.0,0.0,0.0,0.0
22125,UNION JACK HOT WATER BOTTLE,139.86,13,3,0.0,0.0,0.0,0.0
23306,SET OF 36 PANTRY PAPER DOILIES,139.78,67,33,10.149999999999999,7.0,2.0,0.0945945945945946
23091,METAL HERB GERDEN CONTAINER,139.68,24,5,43.75,7.0,4.0,0.22580645161290322
23463,VINTAGE ZINC WATERING CAN,139.39999999999998,13,8,0.0,0.0,0.0,0.0
22876,NUMBER TILE COTTAGE GARDEN 8,138.81,61,20,0.0,0.0,0.0,0.0
75011,BLUE DAISY MOBILE,138.76,172,12,0.0,0.0,0.0,0.0
35922,EASTER BUNNY WREATH,138.6,28,10,0.0,0.0,0.0,0.0
23304,SET 4 PICNIC CUTLERY CHERRY,138.45,71,9,0.0,0.0,0.0,0.0
79191B,RETRO PLASTIC POLKA TRAY,138.29999999999998,159,30,10.2,12.0,1.0,0.07017543859649122
22877,NUMBER TILE COTTAGE GARDEN 9,138.10999999999999,63,19,1.95,1.0,1.0,0.015625
20758,ABSTRACT CIRCLES POCKET BOOK,137.7,162,42,0.0,0.0,0.0,0.0
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,137.63,15,14,0.0,0.0,0.0,0.0
22602,CHRISTMAS RETROSPOT HEART WOOD,137.59,139,27,34.0,40.0,2.0,0.22346368715083798
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,137.22000000000003,80,5,1.17,3.0,1.0,0.03614457831325301
21637,ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,6,0.0,0.0,0.0,0.0
84660c,PINK STITCHED WALL CLOCK,134.92,18,16,0.0,0.0,0.0,0.0
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,134.70000000000002,27,18,0.0,0.0,0.0,0.0
90115,SUMMER BUTTERFLIES BAG CHARM,134.53,54,31,0.0,0.0,0.0,0.0
21943,CAKES AND RABBITS DESIGN FLANNEL,134.48999999999998,119,50,0.0,0.0,0.0,0.0
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,134.16,16,14,0.0,0.0,0.0,0.0
46000U,POLYESTER FILLER PAD 30CMx30CM,133.75,107,26,0.0,0.0,0.0,0.0
72130,COLUMBIAN CANDLE ROUND,133.34,219,27,0.0,0.0,0.0,0.0
35921,EASTER BUNNY HANGING GARLAND,133.23,68,23,1.25,1.0,1.0,0.014492753623188406
20823,GOLD WINE GOBLET,132.72,168,8,0.0,0.0,0.0,0.0
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,132.7,53,37,15.299999999999999,6.0,1.0,0.1016949152542373
62096A,PINK/YELLOW FLOWERS HANDBAG,132.5,106,8,0.0,0.0,0.0,0.0
21518,BANK ACCOUNT  GREETING  CARD,132.44,318,38,0.0,0.0,0.0,0.0
90210D,PURPLE ACRYLIC FACETED BANGLE,132.05,107,8,0.0,0.0,0.0,0.0
23066,SMALL JEWELLERY STAND,132.0,16,6,8.25,1.0,1.0,0.058823529411764705
23081,GREEN METAL BOX TOP SECRET,132.0,16,4,49.5,6.0,3.0,0.2727272727272727
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,131.81,40,29,0.0,0.0,0.0,0.0
90185A,AMBER DIAMANTE EXPANDABLE RING,131.03,31,13,25.5,6.0,1.0,0.16216216216216217
90164A,PINK ROSEBUD PEARL BRACELET,130.67,27,14,0.0,0.0,0.0,0.0
90210C,RED   ACRYLIC FACETED BANGLE,130.51000000000002,99,10,0.0,0.0,0.0,0.0
84510a,SET OF 4 ENGLISH ROSE COASTERS,130.48,53,40,0.0,0.0,0.0,0.0
37467,PIG MUG IN TWO COLOUR DESIGNS,130.26999999999998,159,17,0.0,0.0,0.0,0.0
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,129.85,21,14,0.0,0.0,0.0,0.0
85185B,PINK HORSE SOCK PUPPET KIT,129.8,44,14,2.95,1.0,1.0,0.022222222222222223
21281,VINTAGE KITCHEN PRINT SEAFOOD,129.63,43,14,0.0,0.0,0.0,0.0
47590b,PINK HAPPY BIRTHDAY BUNTING,129.48,12,9,0.0,0.0,0.0,0.0
72799C,PINK PILLAR CANDLE SILVER FLOCK,129.47,81,19,0.0,0.0,0.0,0.0
21400,RED PUDDING SPOON,128.63,881,72,0.0,0.0,0.0,0.0
20826,SILVER APERITIF GLASS,128.4,276,8,0.0,0.0,0.0,0.0
35638B,PINK/BLUE STRING CURTAIN,128.32999999999998,57,5,0.0,0.0,0.0,0.0
84846A,SCENTED CANDLE IN DIGITALIS TIN,128.14000000000001,57,13,0.0,0.0,0.0,0.0
84800S,SMALL WHITE/PINK ROSE ART FLOWER,127.57000000000001,113,9,2.5,2.0,1.0,0.017391304347826087
90180A,BLACK+WHITE NECKLACE W TASSEL,127.24,17,9,0.0,0.0,0.0,0.0
85130A,BEADED PEARL HEART WHITE LARGE,127.04999999999998,77,10,0.0,0.0,0.0,0.0
79190D,RETRO PLASTIC DAISY TRAY,126.97999999999999,265,47,0.0,0.0,0.0,0.0
22887,NUMBER TILE VINTAGE FONT 8,126.78,78,23,0.0,0.0,0.0,0.0
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,0.0,0.0,0.0,0.0
23020,GLASS SONGBIRD STORAGE JAR,126.7,11,3,73.65,6.0,6.0,0.35294117647058826
85067,CREAM SWEETHEART WALL CABINET,126.64999999999999,7,5,0.0,0.0,0.0,0.0
90199C,5 STRAND GLASS NECKLACE CRYSTAL,126.63999999999999,20,10,12.7,2.0,1.0,0.09090909090909091
23578,SNACK TRAY RED GINGHAM,125.72,60,14,0.0,0.0,0.0,0.0
84968a,SET OF 16 VINTAGE ROSE CUTLERY,125.32999999999998,5,3,0.0,0.0,0.0,0.0
23065,LARGE JEWELLERY STAND,125.0,10,4,12.5,1.0,1.0,0.09090909090909091
22888,NUMBER TILE VINTAGE FONT 9,124.97999999999999,76,21,0.0,0.0,0.0,0.0
21420,OYSTER TRINKET BOX,123.66,54,19,0.0,0.0,0.0,0.0
23477,WOODLAND LARGE BLUE FELT HEART,123.47,92,13,0.0,0.0,0.0,0.0
37343,POLKADOT MUG PINK,123.29999999999998,72,13,0.0,0.0,0.0,0.0
23454,SET OF 3 MINI HANGING PORTRAITS,123.2,32,2,8.3,2.0,1.0,0.058823529411764705
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,324,7,13.68,36.0,1.0,0.1
23457,LARGE PARLOUR FRAME,122.85,27,2,0.0,0.0,0.0,0.0
90195A,PURPLE GEMSTONE BRACELET,122.84,19,10,0.0,0.0,0.0,0.0
90070,RUBY GLASS CLUSTER BRACELET,122.64000000000001,20,14,17.85,3.0,1.0,0.13043478260869565
85086A,CANDY SPOT HEART DECORATION,122.08,146,50,0.0,0.0,0.0,0.0
90129B,TURQUOISE GLASS TASSLE BAG CHARM,121.38000000000001,57,20,0.0,0.0,0.0,0.0
37333,"RETRO ""TEA FOR ONE""",120.99,21,17,0.0,0.0,0.0,0.0
20845,ZINC HEART LATTICE 2 WALL PLANTER,120.64999999999999,19,11,0.0,0.0,0.0,0.0
90173,PAIR BUTTERFLY HAIR CLIPS,120.34,32,17,0.0,0.0,0.0,0.0
23467,VINTAGE ZINC PLANTER,120.08000000000001,32,11,0.0,0.0,0.0,0.0
35972,DAISY FOLKART HEART DECORATION,120.0,96,16,0.0,0.0,0.0,0.0
23438,GIFT BAG LARGE SPOT,120.0,96,6,0.0,0.0,0.0,0.0
90161A,ANT COPPER RED BOUDICCA BRACELET,119.91000000000001,24,21,0.0,0.0,0.0,0.0
90124B,BLUE MURANO TWIST NECKLACE,119.89,12,11,0.0,0.0,0.0,0.0
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,119.84,32,24,15.0,4.0,1.0,0.1111111111111111
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,119.65,86,19,0.0,0.0,0.0,0.0
23209,LUNCH BAG VINTAGE DOILEY,119.63,71,5,65.80000000000001,40.0,11.0,0.36036036036036034
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,119.23,24,11,0.0,0.0,0.0,0.0
10080,GROOVY CACTUS INFLATABLE,119.08999999999999,303,22,0.0,0.0,0.0,0.0
21032,SPACE CADET WHITE,119.03,98,30,0.0,0.0,0.0,0.0
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,11,0.0,0.0,0.0,0.0
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6,0.0,0.0,0.0,0.0
23280,FOLDING MIRROR HOT PINK,118.91999999999999,156,5,1.66,2.0,1.0,0.012658227848101266
85114b,IVORY ENCHANTED FOREST PLACEMAT,118.86000000000001,36,14,0.0,0.0,0.0,0.0
84507B,STRIPES DESIGN MONKEY DOLL,118.72999999999999,39,22,0.0,0.0,0.0,0.0
21095,SET/6 POSIES PAPER PLATES,118.72999999999999,125,14,0.0,0.0,0.0,0.0
84228,HEN HOUSE W CHICK STANDING,118.21,283,24,0.42,1.0,1.0,0.0035211267605633804
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,117.73,13,9,0.0,0.0,0.0,0.0
21814,HEART T-LIGHT HOLDER,117.57,78,15,0.0,0.0,0.0,0.0
90183A,AMBER DROP EARRINGS W LONG BEADS,117.24000000000001,40,23,17.700000000000003,6.0,1.0,0.13043478260869565
84741C,CITRUS GARLAND FELT FLOWERS,117.0,60,14,0.0,0.0,0.0,0.0
23244,STORAGE TIN VINTAGE LEAF,117.0,60,7,16.95,9.0,5.0,0.13043478260869565
23151,ZINC SWEETHEART SOAP DISH,116.82000000000001,62,21,0.0,0.0,0.0,0.0
23185,FRENCH STYLE STORAGE JAR JAM,116.58999999999999,323,30,0.29,1.0,1.0,0.0030864197530864196
72780,BLACK SILOUETTE CANDLE PLATE,116.44999999999999,137,20,0.0,0.0,0.0,0.0
51020A,SUMMER FUN DESIGN SHOWER CAP,116.32999999999998,325,18,0.58,2.0,1.0,0.0061162079510703364
72812,LARGE ZINC GLASS CANDLEHOLDER,116.06,34,11,0.0,0.0,0.0,0.0
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,115.50000000000001,55,8,4.2,2.0,1.0,0.03508771929824561
16052,TEATIME PUSH DOWN RUBBER,115.3,479,13,0.0,0.0,0.0,0.0
90148,LONG SILVER NECKLACE PASTEL FLOWER,114.48,9,6,25.5,2.0,1.0,0.18181818181818182
23535,WALL ART BICYCLE SAFTEY,114.15,21,3,5.95,1.0,1.0,0.045454545454545456
90130B,TURQ STONE/CRYSTAL EARRINGS,113.97,39,31,0.0,0.0,0.0,0.0
47518F,ICON PLACEMAT POP ART ELVIS,113.64,827,28,0.0,0.0,0.0,0.0
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,113.41,127,26,0.0,0.0,0.0,0.0
72801D,4 SKY BLUE DINNER CANDLES,113.21,75,18,0.0,0.0,0.0,0.0
20795,LARGE BLUE PROVENCAL CERAMIC BALL,113.05000000000001,49,11,12.6,6.0,2.0,0.10909090909090909
47503H,ASS FLORAL PRINT SPIRIT LEVEL,112.81,101,37,0.0,0.0,0.0,0.0
84925F,PSYCHEDELIC WALL THERMOMETER,112.47999999999999,80,14,0.0,0.0,0.0,0.0
90003D,CRYSTAL PAIR HEART HAIR SLIDES,112.26,30,16,15.0,4.0,1.0,0.11764705882352941
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,112.21,45,26,0.0,0.0,0.0,0.0
21678,PAISLEY PATTERN  STICKERS,111.86,125,32,0.0,0.0,0.0,0.0
90214A,"LETTER ""A"" BLING KEY RING",111.66,130,56,0.0,0.0,0.0,0.0
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",110.95,14,11,0.0,0.0,0.0,0.0
90185C,BLACK DIAMANTE EXPANDABLE RING,110.09,26,10,68.0,16.0,3.0,0.38095238095238093
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,110.03,95,19,0.0,0.0,0.0,0.0
20731,POSY CANDY BAG,109.96,92,16,0.0,0.0,0.0,0.0
85167B,BLACK GRAND BAROQUE PHOTO FRAME,109.94,50,8,0.0,0.0,0.0,0.0
21278,VINTAGE KITCHEN PRINT PUDDINGS,109.64999999999999,43,7,0.0,0.0,0.0,0.0
90124C,GREEN MURANO TWIST NECKLACE,109.53999999999999,11,8,0.0,0.0,0.0,0.0
90122A,PINK CRYSTAL+GLASS BRACELET,109.48,22,14,0.0,0.0,0.0,0.0
85096,HILDA CANDY SPOT RABBIT,109.23,25,16,0.0,0.0,0.0,0.0
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,108.71000000000001,33,15,0.0,0.0,0.0,0.0
23041,PAPER LANTERN 6 POINT SNOW STAR,107.9,26,6,99.60000000000001,24.0,1.0,0.48
21372,MIRRORED WALL ART TABLE LAMP,107.75,75,33,0.0,0.0,0.0,0.0
35916C,PINK FELT HANGING HEART W FLOWER,107.72,106,20,0.0,0.0,0.0,0.0
17090A,LAVENDER INCENSE 40 CONES IN TIN,107.44999999999999,109,10,0.0,0.0,0.0,0.0
85129C,BEADED CRYSTAL HEART BLUE SMALL,107.31,80,15,0.0,0.0,0.0,0.0
21904,HOUSE WRECKING METAL SIGN,107.10000000000001,51,23,0.0,0.0,0.0,0.0
23626,SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,16,0.0,0.0,0.0,0.0
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2,0.0,0.0,0.0,0.0
35818P,"ACRYLIC JEWEL ICICLE, PINK",106.97,266,19,0.0,0.0,0.0,0.0
35819B,"ACRYLIC HANGING JEWEL,BLUE",106.81,270,24,0.0,0.0,0.0,0.0
90125A,PINK BERTIE GLASS BEAD BAG CHARM,106.24,115,10,0.0,0.0,0.0,0.0
20657,TROPICAL LUGGAGE TAG,105.91,73,33,0.0,0.0,0.0,0.0
20898,VINTAGE NOTEBOOK TRAVELOGUE,105.73,38,13,17.700000000000003,6.0,1.0,0.13636363636363635
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,105.71000000000001,17,7,0.0,0.0,0.0,0.0
85040a,S/4 PINK FLOWER CANDLES IN BOWL,105.28,32,21,0.0,0.0,0.0,0.0
23574,PACKING CHARGE,105.0,14,14,15.0,2.0,2.0,0.125
22039,BOTANICAL LILY GIFT WRAP,105.0,250,7,10.5,25.0,1.0,0.09090909090909091
84661C,PINK SQUARE TABLE CLOCK,104.84,71,14,0.0,0.0,0.0,0.0
35920,FOUR RABBIT EASTER DECORATIONS,104.84,72,15,0.0,0.0,0.0,0.0
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,14,15.299999999999999,6.0,1.0,0.1276595744680851
17084P,DRAGONS BLOOD INCENSE,104.44,423,39,0.0,0.0,0.0,0.0
20796,SMALL BLUE PROVENCAL CERAMIC BALL,103.93999999999998,62,9,0.0,0.0,0.0,0.0
79144B,PAINTED LIGHTBULB STAR+ MOON,103.64999999999999,181,53,0.0,0.0,0.0,0.0
84247E,PACK/12 XMAS FUN CARD,103.25000000000001,35,11,67.85000000000001,23.0,2.0,0.39655172413793105
90032,IVORY SHELL HEART NECKLACE,103.13,21,8,0.0,0.0,0.0,0.0
22879,NUMBER TILE VINTAGE FONT 0,102.46,70,16,0.0,0.0,0.0,0.0
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,102.0,12,8,0.0,0.0,0.0,0.0
90196A,PURPLE GEMSTONE NECKLACE 45CM,102.0,8,5,0.0,0.0,0.0,0.0
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",101.53,11,8,0.0,0.0,0.0,0.0
20701,PINK CAT FLORAL CUSHION COVER,100.97,25,18,0.0,0.0,0.0,0.0
35637C,PINK STRING CURTAIN WITH POLE,100.86,30,9,0.0,0.0,0.0,0.0
16033,MINI HIGHLIGHTER PENS,100.79999999999998,840,4,0.0,0.0,0.0,0.0
35911B,PINK/FLOWER RABBIT EGG WARMER,100.76,119,15,0.0,0.0,0.0,0.0
gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,100.69999999999999,3,3,0.0,0.0,0.0,0.0
21370,MIRRORED WALL ART FOXY,100.66000000000001,16,9,0.0,0.0,0.0,0.0
90010B,BLACK/WHITE GLASS/SILVER BRACELET,100.08999999999999,11,7,0.0,0.0,0.0,0.0
90081C,LILY BROOCH OLIVE COLOUR,99.60000000000001,20,15,0.0,0.0,0.0,0.0
23611,SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,16,0.0,0.0,0.0,0.0
17091A,LAVENDER INCENSE IN TIN,99.29,172,25,0.0,0.0,0.0,0.0
23464,VINTAGE ZINC WATERING CAN SMALL,99.2,18,8,0.0,0.0,0.0,0.0
23466,TUSCAN VILLA DOVECOTE,99.0,12,4,8.25,1.0,1.0,0.07692307692307693
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7,0.0,0.0,0.0,0.0
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5,4.949999999999999,3.0,2.0,0.047619047619047616
84510c,SET OF 4 POLKADOT COASTERS,98.7,40,23,0.0,0.0,0.0,0.0
84898F,YELLOW FLOWERS FELT HANDBAG KIT,98.63000000000001,46,19,0.0,0.0,0.0,0.0
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,98.53999999999999,153,51,0.0,0.0,0.0,0.0
90101,WHITE FRANGIPANI NECKLACE,98.07,39,17,15.299999999999999,6.0,1.0,0.13333333333333333
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6,0.0,0.0,0.0,0.0
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,97.13,35,22,0.0,0.0,0.0,0.0
90185B,AMETHYST DIAMANTE EXPANDABLE RING,97.02,23,12,38.25,9.0,2.0,0.28125
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11,0.0,0.0,0.0,0.0
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,96.86,29,18,13.4,4.0,1.0,0.12121212121212122
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5,0.0,0.0,0.0,0.0
90019B,GOLD M.O.P ORBIT BRACELET,96.52000000000001,18,18,0.0,0.0,0.0,0.0
72801c,4 ROSE PINK DINNER CANDLES,95.94,39,25,0.0,0.0,0.0,0.0
21722,SWEET PUDDING STICKER SHEET,95.52999999999999,98,36,0.85,1.0,1.0,0.010101010101010102
90174,BUTTERFLY HAIR BAND,95.41999999999999,38,21,30.599999999999998,12.0,2.0,0.24
21777,RECIPE BOX WITH METAL HEART,95.4,12,6,39.75,5.0,2.0,0.29411764705882354
90146,FINE SILVER NECKLACE W PASTEL FLOWE,95.35000000000001,17,7,0.0,0.0,0.0,0.0
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",95.35000000000001,12,5,0.0,0.0,0.0,0.0
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,95.25,8,8,0.0,0.0,0.0,0.0
20653,CHERRY BLOSSOM LUGGAGE TAG,95.17999999999999,73,33,0.0,0.0,0.0,0.0
84527,FLAMES SUNGLASSES PINK LENSES,95.1,52,8,0.0,0.0,0.0,0.0
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,4,0.0,0.0,0.0,0.0
90133,TEAL/FUSCHIA COL BEAD NECKLACE,94.43,19,13,0.0,0.0,0.0,0.0
20622,VIP PASSPORT COVER,94.04,43,17,0.0,0.0,0.0,0.0
23402,HOME SWEEET HOME 3 PEG HANGER,93.75,25,4,0.0,0.0,0.0,0.0
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",93.63,72,18,0.0,0.0,0.0,0.0
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,93.19,33,20,0.0,0.0,0.0,0.0
20773,BLUE PAISLEY NOTEBOOK,92.39999999999999,56,23,0.0,0.0,0.0,0.0
90018B,GOLD M.O.P ORBIT DROP EARRINGS,92.28,22,17,0.0,0.0,0.0,0.0
35933,PINK STOCKING CHRISTMAS DECORATION,92.21000000000001,226,19,0.0,0.0,0.0,0.0
85132a,CHARLIE + LOLA BISCUITS TINS,92.19999999999999,8,8,0.0,0.0,0.0,0.0
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,1,0.0,0.0,0.0,0.0
90030C,BROWN KUKUI COCONUT SEED NECKLACE,91.7,77,11,0.0,0.0,0.0,0.0
90175B,PINK GLASS CHUNKY CHARM BRACELET,91.68,10,9,0.0,0.0,0.0,0.0
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,91.48,20,15,12.7,2.0,1.0,0.09090909090909091
23075,DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5,141.10000000000002,34.0,6.0,0.6071428571428571
20662,FIRST CLASS HOLIDAY PURSE,90.42,31,20,0.0,0.0,0.0,0.0
85230F,JASMINE VOTIVE CANDLE,90.33999999999999,338,12,0.0,0.0,0.0,0.0
90163A,PINK ROSEBUD & PEARL NECKLACE,90.32,12,9,0.0,0.0,0.0,0.0
90022,EDWARDIAN DROP EARRINGS JET BLACK,90.2,24,20,15.0,4.0,1.0,0.14285714285714285
21690,SILVER  CANDLEPOT JARDIN,90.0,24,7,0.0,0.0,0.0,0.0
72051S,BAG OF SILVER STONES,89.94999999999999,131,13,0.0,0.0,0.0,0.0
35833P,4 PINK FLOCK CHRISTMAS BALLS,89.72,50,22,0.0,0.0,0.0,0.0
35400,WOODEN BOX ADVENT CALENDAR,89.5,10,5,135.2,16.0,8.0,0.6153846153846154
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,89.22,4,3,0.0,0.0,0.0,0.0
90123A,PINK HEART OF GLASS BRACELET,89.12,15,9,0.0,0.0,0.0,0.0
